"resonator_l [in]","resonator_w [in]","Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
2.4,0.06,1.3666,-7.17352367671924
2.4,0.06,1.3668,-7.10404834559809
2.4,0.06,1.367,-7.03557201863584
2.4,0.06,1.3672,-6.96807954922311
2.4,0.06,1.3674,-6.90155612017296
2.4,0.06,1.3676,-6.83598723286033
2.4,0.06,1.3678,-6.77135869681258
2.4,0.06,1.368,-6.70765661973258
2.4,0.06,1.3682,-6.64486739793425
2.4,0.06,1.3684,-6.58297770717381
2.4,0.06,1.3686,-6.52197449385765
2.4,0.06,1.3688,-6.4618449666116
2.4,0.06,1.369,-6.40257658819462
2.4,0.06,1.3692,-6.34415706774301
2.4,0.06,1.3694,-6.2865743533292
2.4,0.06,1.3696,-6.22981662482233
2.4,0.06,1.3698,-6.17387228703647
2.4,0.06,1.37,-6.11872996315525
2.4,0.06,1.3702,-6.0643784884188
2.4,0.06,1.3704,-6.01080690406324
2.4,0.06,1.3706,-5.95800445150061
2.4,0.06,1.3708,-5.90596056672915
2.4,0.06,1.371,-5.85466487496353
2.4,0.06,1.3712,-5.80410718547602
2.4,0.06,1.3714,-5.75427748663819
2.4,0.06,1.3716,-5.70516594115575
2.4,0.06,1.3718,-5.65676288148729
2.4,0.06,1.372,-5.60905880543885
2.4,0.06,1.3722,-5.56204437192709
2.4,0.06,1.3724,-5.51571039690314
2.4,0.06,1.3726,-5.47004784943098
2.4,0.06,1.3728,-5.42504784791247
2.4,0.06,1.373,-5.3807016564539
2.4,0.06,1.3732,-5.33700068136658
2.4,0.06,1.3734,-5.29393646779709
2.4,0.06,1.3736,-5.25150069648013
2.4,0.06,1.3738,-5.20968518060997
2.4,0.06,1.374,-5.168481862824
2.4,0.06,1.3742,-5.12788281229496
2.4,0.06,1.3744,-5.08788022192596
2.4,0.06,1.3746,-5.04846640564454
2.4,0.06,1.3748,-5.00963379579098
2.4,0.06,1.375,-4.97137494059744
2.4,0.06,1.3752,-4.93368250175343
2.4,0.06,1.3754,-4.89654925205425
2.4,0.06,1.3756,-4.85996807312816
2.4,0.06,1.3758,-4.8239319532404
2.4,0.06,1.376,-4.78843398516881
2.4,0.06,1.3762,-4.75346736414952
2.4,0.06,1.3764,-4.71902538588877
2.4,0.06,1.3766,-4.68510144463889
2.4,0.06,1.3768,-4.65168903133473
2.4,0.06,1.377,-4.61878173178856
2.4,0.06,1.3772,-4.58637322494111
2.4,0.06,1.3774,-4.55445728116576
2.4,0.06,1.3776,-4.52302776062411
2.4,0.06,1.3778,-4.49207861167075
2.4,0.06,1.378,-4.46160386930474
2.4,0.06,1.3782,-4.43159765366631
2.4,0.06,1.3784,-4.40205416857672
2.4,0.06,1.3786,-4.37296770011941
2.4,0.06,1.3788,-4.3443326152607
2.4,0.06,1.379,-4.31614336050848
2.4,0.06,1.3792,-4.28839446060754
2.4,0.06,1.3794,-4.26108051726943
2.4,0.06,1.3796,-4.23419620793615
2.4,0.06,1.3798,-4.20773628457563
2.4,0.06,1.38,-4.18169557250839
2.4,0.06,1.3802,-4.1560689692634
2.4,0.06,1.3804,-4.1308514434626
2.4,0.06,1.3806,-4.10603803373245
2.4,0.06,1.3808,-4.08162384764185
2.4,0.06,1.381,-4.05760406066515
2.4,0.06,1.3812,-4.03397391516909
2.4,0.06,1.3814,-4.01072871942329
2.4,0.06,1.3816,-3.98786384663286
2.4,0.06,1.3818,-3.96537473399247
2.4,0.06,1.382,-3.94325688176123
2.4,0.06,1.3822,-3.92150585235719
2.4,0.06,1.3824,-3.90011726947131
2.4,0.06,1.3826,-3.87908681719951
2.4,0.06,1.3828,-3.85841023919279
2.4,0.06,1.383,-3.83808333782416
2.4,0.06,1.3832,-3.81810197337243
2.4,0.06,1.3834,-3.79846206322156
2.4,0.06,1.3836,-3.77915958107566
2.4,0.06,1.3838,-3.76019055618869
2.4,0.06,1.384,-3.74155107260845
2.4,0.06,1.3842,-3.72323726843463
2.4,0.06,1.3844,-3.70524533508997
2.4,0.06,1.3846,-3.68757151660467
2.4,0.06,1.3848,-3.670212108913
2.4,0.06,1.385,-3.65316345916251
2.4,0.06,1.3852,-3.63642196503451
2.4,0.06,1.3854,-3.61998407407635
2.4,0.06,1.3856,-3.60384628304444
2.4,0.06,1.3858,-3.58800513725842
2.4,0.06,1.386,-3.57245722996525
2.4,0.06,1.3862,-3.55719920171385
2.4,0.06,1.3864,-3.5422277397393
2.4,0.06,1.3866,-3.52753957735687
2.4,0.06,1.3868,-3.51313149336503
2.4,0.06,1.387,-3.4990003114579
2.4,0.06,1.3872,-3.48514289964618
2.4,0.06,1.3874,-3.47155616968705
2.4,0.06,1.3876,-3.45823707652212
2.4,0.06,1.3878,-3.44518261772384
2.4,0.06,1.388,-3.43238983294968
2.4,0.06,1.3882,-3.41985580340435
2.4,0.06,1.3884,-3.40757765130954
2.4,0.06,1.3886,-3.395552539381
2.4,0.06,1.3888,-3.38377767031322
2.4,0.06,1.389,-3.37225028627099
2.4,0.06,1.3892,-3.36096766838807
2.4,0.06,1.3894,-3.34992713627271
2.4,0.06,1.3896,-3.33912604751984
2.4,0.06,1.3898,-3.32856179723003
2.4,0.06,1.39,-3.31823181753458
2.4,0.06,1.3902,-3.30813357712732
2.4,0.06,1.3904,-3.29826458080237
2.4,0.06,1.3906,-3.28862236899817
2.4,0.06,1.3908,-3.27920451734748
2.4,0.06,1.391,-3.27000863623325
2.4,0.06,1.3912,-3.2610323703504
2.4,0.06,1.3914,-3.2522733982732
2.4,0.06,1.3916,-3.24372943202841
2.4,0.06,1.3918,-3.23539821667381
2.4,0.06,1.392,-3.22727752988239
2.4,0.06,1.3922,-3.21936518153165
2.4,0.06,1.3924,-3.21165901329845
2.4,0.06,1.3926,-3.20415689825895
2.4,0.06,1.3928,-3.19685674049373
2.4,0.06,1.393,-3.18975647469786
2.4,0.06,1.3932,-3.1828540657963
2.4,0.06,1.3934,-3.17614750856388
2.4,0.06,1.3936,-3.16963482725035
2.4,0.06,1.3938,-3.1633140752102
2.4,0.06,1.394,-3.1571833345372
2.4,0.06,1.3942,-3.15124071570373
2.4,0.06,1.3944,-3.14548435720458
2.4,0.06,1.3946,-3.1399124252055
2.4,0.06,1.3948,-3.13452311319612
2.4,0.06,1.395,-3.12931464164742
2.4,0.06,1.3952,-3.12428525767364
2.4,0.06,1.3954,-3.1194332346984
2.4,0.06,1.3956,-3.11475687212538
2.4,0.06,1.3958,-3.11025449501299
2.4,0.06,1.396,-3.10592445375347
2.4,0.06,1.3962,-3.10176512375598
2.4,0.06,1.3964,-3.097774905134
2.4,0.06,1.3966,-3.09395222239661
2.4,0.06,1.3968,-3.09029552414393
2.4,0.06,1.397,-3.08680328276652
2.4,0.06,1.3972,-3.08347399414864
2.4,0.06,1.3974,-3.0803061773755
2.4,0.06,1.3976,-3.07729837444439
2.4,0.06,1.3978,-3.07444914997946
2.4,0.06,1.398,-3.07175709095048
2.4,0.06,1.3982,-3.06922080639518
2.4,0.06,1.3984,-3.06683892714533
2.4,0.06,1.3986,-3.06461010555656
2.4,0.06,1.3988,-3.06253301524159
2.4,0.06,1.399,-3.06060635080726
2.4,0.06,1.3992,-3.05882882759498
2.4,0.06,1.3994,-3.05719918142466
2.4,0.06,1.3996,-3.05571616834217
2.4,0.06,1.3998,-3.05437856437025
2.4,0.06,1.4,-3.05318516526265
2.4,0.06,1.4002,-3.05213478626186
2.4,0.06,1.4004,-3.05122626185993
2.4,0.06,1.4006,-3.05045844556276
2.4,0.06,1.4008,-3.04983020965752
2.4,0.06,1.401,-3.04934044498334
2.4,0.06,1.4012,-3.04898806070512
2.4,0.06,1.4014,-3.04877198409066
2.4,0.06,1.4016,-3.04869116029061
2.4,0.06,1.4018,-3.04874455212176
2.4,0.06,1.402,-3.0489311398533
2.4,0.06,1.4022,-3.04924992099605
2.4,0.06,1.4024,-3.04969991009467
2.4,0.06,1.4026,-3.05028013852291
2.4,0.06,1.4028,-3.0509896542817
2.4,0.06,1.403,-3.05182752180014
2.4,0.06,1.4032,-3.05279282173936
2.4,0.06,1.4034,-3.0538846507992
2.4,0.06,1.4036,-3.05510212152769
2.4,0.06,1.4038,-3.05644436213332
2.4,0.06,1.404,-3.05791051629994
2.4,0.06,1.4042,-3.05949974300451
2.4,0.06,1.4044,-3.06121121633742
2.4,0.06,1.4046,-3.0630441253255
2.4,0.06,1.4048,-3.06499767375767
2.4,0.06,1.405,-3.06707108001307
2.4,0.06,1.4052,-3.06926357689192
2.4,0.06,1.4054,-3.07157441144873
2.4,0.06,1.4056,-3.07400284482819
2.4,0.06,1.4058,-3.07654815210336
2.4,0.06,1.406,-3.0792096221165
2.4,0.06,1.4062,-3.08198655732211
2.4,0.06,1.4064,-3.08487827363256
2.4,0.06,1.4066,-3.08788410026596
2.4,0.06,1.4068,-3.09100337959645
2.4,0.06,1.407,-3.09423546700676
2.4,0.06,1.4072,-3.09757973074302
2.4,0.06,1.4074,-3.10103555177198
2.4,0.06,1.4076,-3.10460232364032
2.4,0.06,1.4078,-3.10827945233624
2.4,0.06,1.408,-3.11206635615326
2.4,0.06,1.4082,-3.1159624655561
2.4,0.06,1.4084,-3.11996722304884
2.4,0.06,1.4086,-3.12408008304506
2.4,0.06,1.4088,-3.12830051174015
2.4,0.06,1.409,-3.13262798698569
2.4,0.06,1.4092,-3.13706199816581
2.4,0.06,1.4094,-3.14160204607569
2.4,0.06,1.4096,-3.14624764280197
2.4,0.06,1.4098,-3.15099831160514
2.4,0.06,1.41,-3.15585358680397
2.4,0.06,1.4102,-3.16081301366177
2.4,0.06,1.4104,-3.16587614827469
2.4,0.06,1.4106,-3.17104255746174
2.4,0.06,1.4108,-3.17631181865688
2.4,0.06,1.411,-3.18168351980278
2.4,0.06,1.4112,-3.1871572592466
2.4,0.06,1.4114,-3.19273264563739
2.4,0.06,1.4116,-3.19840929782539
2.4,0.06,1.4118,-3.20418684476311
2.4,0.06,1.412,-3.21006492540813
2.4,0.06,1.4122,-3.21604318862762
2.4,0.06,1.4124,-3.22212129310462
2.4,0.06,1.4126,-3.22829890724595
2.4,0.06,1.4128,-3.23457570909188
2.4,0.06,1.413,-3.24095138622741
2.4,0.06,1.4132,-3.24742563569519
2.4,0.06,1.4134,-3.25399816391009
2.4,0.06,1.4136,-3.26066868657532
2.4,0.06,1.4138,-3.2674369286003
2.4,0.06,1.414,-3.27430262401982
2.4,0.06,1.4142,-3.28126551591508
2.4,0.06,1.4144,-3.28832535633605
2.4,0.06,1.4146,-3.2954819062254
2.4,0.06,1.4148,-3.30273493534403
2.4,0.06,1.415,-3.31008422219797
2.4,0.06,1.4152,-3.31752955396687
2.4,0.06,1.4154,-3.32507072643386
2.4,0.06,1.4156,-3.33270754391692
2.4,0.06,1.4158,-3.34043981920168
2.4,0.06,1.416,-3.34826737347563
2.4,0.06,1.4162,-3.35619003626373
2.4,0.06,1.4164,-3.36420764536542
2.4,0.06,1.4166,-3.37232004679302
2.4,0.06,1.4168,-3.38052709471152
2.4,0.06,1.417,-3.38882865137967
2.4,0.06,1.4172,-3.39722458709243
2.4,0.06,1.4174,-3.4057147801248
2.4,0.06,1.4176,-3.41429911667689
2.4,0.06,1.4178,-3.42297749082039
2.4,0.06,1.418,-3.43174980444627
2.4,0.06,1.4182,-3.44061596721372
2.4,0.06,1.4184,-3.44957589650045
2.4,0.06,1.4186,-3.45862951735429
2.4,0.06,1.4188,-3.46777676244592
2.4,0.06,1.419,-3.47701757202282
2.4,0.06,1.4192,-3.4863518938647
2.4,0.06,1.4194,-3.49577968323983
2.4,0.06,1.4196,-3.5053009028628
2.4,0.06,1.4198,-3.51491552285341
2.4,0.06,1.42,-3.52462352069672
2.4,0.06,1.4202,-3.53442488120443
2.4,0.06,1.4204,-3.54431959647717
2.4,0.06,1.4206,-3.55430766586827
2.4,0.06,1.4208,-3.56438909594843
2.4,0.06,1.421,-3.57456390047176
2.4,0.06,1.4212,-3.58483210034275
2.4,0.06,1.4214,-3.59519372358456
2.4,0.06,1.4216,-3.60564880530832
2.4,0.06,1.4218,-3.61619738768368
2.4,0.06,1.422,-3.6268395199103
2.4,0.06,1.4222,-3.63757525819061
2.4,0.06,1.4224,-3.6484046657036
2.4,0.06,1.4226,-3.65932781257975
2.4,0.06,1.4228,-3.67034477587699
2.4,0.06,1.423,-3.68145563955782
2.4,0.06,1.4232,-3.69266049446746
2.4,0.06,1.4234,-3.70395943831315
2.4,0.06,1.4236,-3.71535257564443
2.4,0.06,1.4238,-3.72684001783451
2.4,0.06,1.424,-3.7384218830628
2.4,0.06,1.4242,-3.75009829629846
2.4,0.06,1.4244,-3.76186938928486
2.4,0.06,1.4246,-3.77373530052535
2.4,0.06,1.4248,-3.78569617526986
2.4,0.06,1.425,-3.7977521655027
2.4,0.06,1.4252,-3.80990342993136
2.4,0.06,1.4254,-3.82215013397632
2.4,0.06,1.4256,-3.83449244976188
2.4,0.06,1.4258,-3.84693055610817
2.4,0.06,1.426,-3.85946463852413
2.4,0.06,1.4262,-3.87209488920136
2.4,0.06,1.4264,-3.88482150700934
2.4,0.06,1.4266,-3.89764469749141
2.4,0.06,1.4268,-3.91056467286186
2.4,0.06,1.427,-3.92358165200421
2.4,0.06,1.4272,-3.93669586047022
2.4,0.06,1.4274,-3.94990753048027
2.4,0.06,1.4276,-3.96321690092458
2.4,0.06,1.4278,-3.97662421736547
2.4,0.06,1.428,-3.99012973204074
2.4,0.06,1.4282,-4.00373370386809
2.4,0.06,1.4284,-4.01743639845052
2.4,0.06,1.4286,-4.0312380880828
2.4,0.06,1.4288,-4.04513905175901
2.4,0.06,1.429,-4.05913957518115
2.4,0.06,1.4292,-4.07323995076878
2.4,0.06,1.4294,-4.08744047766965
2.4,0.06,1.4296,-4.10174146177146
2.4,0.06,1.4298,-4.11614321571482
2.4,0.06,1.43,-4.13064605890697
2.4,0.06,1.4302,-4.14525031753687
2.4,0.06,1.4304,-4.15995632459118
2.4,0.06,1.4306,-4.17476441987137
2.4,0.06,1.4308,-4.1896749500121
2.4,0.06,1.431,-4.20468826850036
2.4,0.06,1.4312,-4.21980473569603
2.4,0.06,1.4314,-4.23502471885325
2.4,0.06,1.4316,-4.25034859214328
2.4,0.06,1.4318,-4.26577673667817
2.4,0.06,1.432,-4.2813095405356
2.4,0.06,1.4322,-4.29694739878509
2.4,0.06,1.4324,-4.31269071351504
2.4,0.06,1.4326,-4.3285398938612
2.4,0.06,1.4328,-4.34449535603612
2.4,0.06,1.433,-4.36055752335988
2.4,0.06,1.4332,-4.37672682629194
2.4,0.06,1.4334,-4.39300370246431
2.4,0.06,1.4336,-4.40938859671573
2.4,0.06,1.4338,-4.42588196112717
2.4,0.06,1.434,-4.44248425505869
2.4,0.06,1.4342,-4.45919594518732
2.4,0.06,1.4344,-4.47601750554631
2.4,0.06,1.4346,-4.49294941756562
2.4,0.06,1.4348,-4.50999217011373
2.4,0.06,1.435,-4.52714625954078
2.4,0.06,1.4352,-4.54441218972277
2.4,0.06,1.4354,-4.56179047210748
2.4,0.06,1.4356,-4.57928162576136
2.4,0.06,1.4358,-4.59688617741813
2.4,0.06,1.436,-4.61460466152833
2.4,0.06,1.4362,-4.63243762031069
2.4,0.06,1.4364,-4.65038560380455
2.4,0.06,1.4366,-4.66844916992406
2.4,0.06,1.4368,-4.6866288845134
2.4,0.06,1.437,-4.70492532140383
2.4,0.06,1.4372,-4.72333906247205
2.4,0.06,1.4374,-4.74187069770015
2.4,0.06,1.4376,-4.7605208252369
2.4,0.06,1.4378,-4.77929005146085
2.4,0.06,1.438,-4.79817899104478
2.4,0.06,1.4382,-4.81718826702185
2.4,0.06,1.4384,-4.83631851085338
2.4,0.06,1.4386,-4.85557036249814
2.4,0.06,1.4388,-4.87494447048343
2.4,0.06,1.439,-4.89444149197787
2.4,0.06,1.4392,-4.91406209286577
2.4,0.06,1.4394,-4.93380694782335
2.4,0.06,1.4396,-4.95367674039669
2.4,0.06,1.4398,-4.97367216308148
2.4,0.06,1.44,-4.9937939174047
2.4,0.06,1.4402,-5.01404271400793
2.4,0.06,1.4404,-5.03441927273277
2.4,0.06,1.4406,-5.05492432270809
2.4,0.06,1.4408,-5.07555860243932
2.4,0.06,1.441,-5.09632285989953
2.4,0.06,1.4412,-5.11721785262276
2.4,0.06,1.4414,-5.1382443477993
2.4,0.06,1.4416,-5.15940312237311
2.4,0.06,1.4418,-5.18069496314127
2.4,0.06,1.442,-5.20212066685581
2.4,0.06,1.4422,-5.22368104032753
2.4,0.06,1.4424,-5.24537690053225
2.4,0.06,1.4426,-5.26720907471927
2.4,0.06,1.4428,-5.28917840052217
2.4,0.06,1.443,-5.31128572607199
2.4,0.06,1.4432,-5.33353191011303
2.4,0.06,1.4434,-5.35591782212078
2.4,0.06,1.4436,-5.37844434242269
2.4,0.06,1.4438,-5.40111236232133
2.4,0.06,1.444,-5.42392278422028
2.4,0.06,1.4442,-5.44687652175271
2.4,0.06,1.4444,-5.46997449991262
2.4,0.06,1.4446,-5.49321765518888
2.4,0.06,1.4448,-5.5166069357022
2.4,0.06,1.445,-5.54014330134493
2.4,0.06,1.4452,-5.56382772392385
2.4,0.06,1.4454,-5.58766118730601
2.4,0.06,1.4456,-5.61164468756764
2.4,0.06,1.4458,-5.6357792331463
2.4,0.06,1.446,-5.660065844996
2.4,0.06,1.4462,-5.68450555674593
2.4,0.06,1.4464,-5.70909941486246
2.4,0.06,1.4466,-5.73384847881448
2.4,0.06,1.4468,-5.7587538212423
2.4,0.06,1.447,-5.7838165281302
2.4,0.06,1.4472,-5.80903769898262
2.4,0.06,1.4474,-5.83441844700409
2.4,0.06,1.4476,-5.85995989928297
2.4,0.06,1.4478,-5.88566319697914
2.4,0.06,1.448,-5.91152949551583
2.4,0.06,1.4482,-5.93755996477532
2.4,0.06,1.4484,-5.96375578929892
2.4,0.06,1.4486,-5.99011816849137
2.4,0.06,1.4488,-6.0166483168295
2.4,0.06,1.449,-6.04334746407547
2.4,0.06,1.4492,-6.07021685549446
2.4,0.06,1.4494,-6.09725775207726
2.4,0.06,1.4496,-6.12447143076751
2.4,0.06,1.4498,-6.15185918469421
2.4,0.06,1.45,-6.17942232340863
2.4,0.06,1.4502,-6.20716217312715
2.4,0.06,1.4504,-6.23508007697895
2.4,0.06,1.4506,-6.26317739525905
2.4,0.06,1.4508,-6.29145550568743
2.4,0.06,1.451,-6.31991580367313
2.4,0.06,1.4512,-6.34855970258487
2.4,0.06,1.4514,-6.37738863402728
2.4,0.06,1.4516,-6.40640404812306
2.4,0.06,1.4518,-6.43560741380218
2.4,0.06,1.452,-6.46500021909664
2.4,0.06,1.4522,-6.4945839714423
2.4,0.06,1.4524,-6.5243601979876
2.4,0.06,1.4526,-6.55433044590883
2.4,0.06,1.4528,-6.58449628273289
2.4,0.06,1.453,-6.61485929666715
2.4,0.06,1.4532,-6.64542109693674
2.4,0.06,1.4534,-6.67618331412994
2.4,0.06,1.4536,-6.70714760055093
2.4,0.06,1.4538,-6.7383156305809
2.4,0.06,1.454,-6.76968910104772
2.4,0.06,1.4542,-6.80126973160341
2.4,0.06,1.4544,-6.83305926511144
2.4,0.06,1.4546,-6.86505946804197
2.4,0.06,1.4548,-6.89727213087703
2.4,0.06,1.455,-6.92969906852483
2.4,0.06,1.4552,-6.9623421207442
2.4,0.06,1.4554,-6.99520315257833
2.4,0.06,1.4556,-7.02828405479972
2.4,0.06,1.4558,-7.06158674436492
2.4,0.06,1.456,-7.09511316488061
2.4,0.06,1.4562,-7.12886528708074
2.4,0.06,1.4564,-7.16284510931476
2.4,0.06,1.4566,-7.19705465804836
2.4,0.06,1.4568,-7.23149598837595
2.4,0.06,1.457,-7.26617118454501
2.4,0.06,1.4572,-7.30108236049498
2.4,0.06,1.4574,-7.33623166040713
2.4,0.06,1.4576,-7.37162125926995
2.4,0.06,1.4578,-7.40725336345735
2.4,0.06,1.458,-7.44313021132157
2.4,0.06,1.4582,-7.47925407380107
2.4,0.06,1.4584,-7.51562725504318
2.4,0.06,1.4586,-7.55225209304308
2.4,0.06,1.4588,-7.58913096029845
2.4,0.06,1.459,-7.62626626448058
2.4,0.06,1.4592,-7.66366044912331
2.4,0.06,1.4594,-7.70131599432899
2.4,0.06,1.4596,-7.73923541749247
2.4,0.06,1.4598,-7.7774212740448
2.4,0.06,1.46,-7.81587615821465
2.4,0.06,1.4602,-7.85460270381133
2.4,0.06,1.4604,-7.89360358502703
2.4,0.06,1.4606,-7.93288151726033
2.4,0.06,1.4608,-7.97243925796231
2.4,0.06,1.461,-8.01227960750436
2.4,0.06,1.4612,-8.052405410069
2.4,0.06,1.4614,-8.09281955456549
2.4,0.06,1.4616,-8.13352497556891
2.4,0.06,1.4618,-8.17452465428597
2.4,0.06,1.462,-8.21582161954586
2.4,0.06,1.4622,-8.25741894881875
2.4,0.06,1.4624,-8.2993197692626
2.4,0.06,1.4626,-8.34152725879809
2.4,0.06,1.4628,-8.38404464721359
2.4,0.06,1.463,-8.42687521730168
2.4,0.06,1.4632,-8.47002230602623
2.4,0.06,1.4634,-8.51348930572323
2.4,0.06,1.4636,-8.55727966533556
2.4,0.06,1.4638,-8.601396891682
2.4,0.06,1.464,-8.64584455076382
2.4,0.06,1.4642,-8.69062626910757
2.4,0.06,1.4644,-8.73574573514796
2.4,0.06,1.4646,-8.78120670064958
2.4,0.06,1.4648,-8.82701298217075
2.4,0.06,1.465,-8.87316846257064
2.4,0.06,1.4652,-8.91967709256008
2.4,0.06,1.4654,-8.96654289229833
2.4,0.06,1.4656,-9.01376995303856
2.4,0.06,1.4658,-9.06136243882093
2.4,0.06,1.466,-9.10932458821799
2.4,0.06,1.4662,-9.15766071613241
2.4,0.06,1.4664,-9.20637521564891
2.4,0.06,1.4666,-9.2554725599442
2.4,0.06,1.4668,-9.30495730425436
2.4,0.06,1.467,-9.35483408790347
2.4,0.06,1.4672,-9.40510763639598
2.4,0.06,1.4674,-9.45578276357371
2.4,0.06,1.4676,-9.50686437384122
2.4,0.06,1.4678,-9.55835746446129
2.4,0.06,1.468,-9.61026712792341
2.4,0.06,1.4682,-9.66259855438858
2.4,0.06,1.4684,-9.71535703421217
2.4,0.06,1.4686,-9.76854796054837
2.4,0.06,1.4688,-9.8221768320404
2.4,0.06,1.469,-9.87624925559699
2.4,0.06,1.4692,-9.93077094926248
2.4,0.06,1.4694,-9.98574774518007
2.4,0.06,1.4696,-10.0411855926546
2.4,0.06,1.4698,-10.0970905613183
2.4,0.06,1.47,-10.1534688444026
2.4,0.06,1.4702,-10.2103267621206
2.4,0.06,1.4704,-10.2676707651665
2.4,0.06,1.4706,-10.3255074383327
2.4,0.06,1.4708,-10.3838435042539
2.4,0.06,1.471,-10.4426858272802
2.4,0.06,1.4712,-10.5020414174847
2.4,0.06,1.4714,-10.5619174348144
2.4,0.06,1.4716,-10.6223211933845
2.4,0.06,1.4718,-10.6832601659288
2.4,0.06,1.472,-10.7447419884066
2.4,0.06,1.4722,-10.8067744647775
2.4,0.06,1.4724,-10.8693655719474
2.4,0.06,1.4726,-10.932523464897
2.4,0.06,1.4728,-10.9962564819957
2.4,0.06,1.473,-11.060573150514
2.4,0.06,1.4732,-11.1254821923389
2.4,0.06,1.4734,-11.1909925299041
2.4,0.06,1.4736,-11.2571132923423
2.4,0.06,1.4738,-11.3238538218698
2.4,0.06,1.474,-11.3912236804161
2.4,0.06,1.4742,-11.4592326565051
2.4,0.06,1.4744,-11.5278907724021
2.4,0.06,1.4746,-11.5972082915398
2.4,0.06,1.4748,-11.6671957262311
2.4,0.06,1.475,-11.7378638456871
2.4,0.06,1.4752,-11.8092236843509
2.4,0.06,1.4754,-11.8812865505621
2.4,0.06,1.4756,-11.9540640355697
2.4,0.06,1.4758,-12.027568022906
2.4,0.06,1.476,-12.1018106981404
2.4,0.06,1.4762,-12.176804559032
2.4,0.06,1.4764,-12.2525624260959
2.4,0.06,1.4766,-12.3290974536082
2.4,0.06,1.4768,-12.4064231410652
2.4,0.06,1.477,-12.4845533451218
2.4,0.06,1.4772,-12.5635022920318
2.4,0.06,1.4774,-12.6432845906123
2.4,0.06,1.4776,-12.7239152457599
2.4,0.06,1.4778,-12.8054096725445
2.4,0.06,1.478,-12.887783710907
2.4,0.06,1.4782,-12.9710536409943
2.4,0.06,1.4784,-13.0552361991594
2.4,0.06,1.4786,-13.1403485946592
2.4,0.06,1.4788,-13.2264085270886
2.4,0.06,1.479,-13.3134342045799
2.4,0.06,1.4792,-13.401444362813
2.4,0.06,1.4794,-13.4904582848705
2.4,0.06,1.4796,-13.5804958219816
2.4,0.06,1.4798,-13.6715774152003
2.4,0.06,1.48,-13.763724118061
2.4,0.06,1.4802,-13.8569576202601
2.4,0.06,1.4804,-13.9513002724181
2.4,0.06,1.4806,-14.0467751119668
2.4,0.06,1.4808,-14.1434058902264
2.4,0.06,1.481,-14.2412171007213
2.4,0.06,1.4812,-14.3402340087992
2.4,0.06,1.4814,-14.4404826826151
2.4,0.06,1.4816,-14.541990025542
2.4,0.06,1.4818,-14.6447838100776
2.4,0.06,1.482,-14.7488927133143
2.4,0.06,1.4822,-14.8543463540416
2.4,0.06,1.4824,-14.961175331556
2.4,0.06,1.4826,-15.0694112662485
2.4,0.06,1.4828,-15.1790868420431
2.4,0.06,1.483,-15.2902358507645
2.4,0.06,1.4832,-15.4028932385041
2.4,0.06,1.4834,-15.5170951540559
2.4,0.06,1.4836,-15.6328789994974
2.4,0.06,1.4838,-15.7502834829715
2.4,0.06,1.484,-15.8693486737373
2.4,0.06,1.4842,-15.9901160595359
2.4,0.06,1.4844,-16.1126286063122
2.4,0.06,1.4846,-16.2369308203245
2.4,0.06,1.4848,-16.3630688126446
2.4,0.06,1.485,-16.4910903660423
2.4,0.06,1.4852,-16.6210450042099
2.4,0.06,1.4854,-16.7529840632531
2.4,0.06,1.4856,-16.8869607653334
2.4,0.06,1.4858,-17.023030294288
2.4,0.06,1.486,-17.161249872995
2.4,0.06,1.4862,-17.3016788421726
2.4,0.06,1.4864,-17.4443787401955
2.4,0.06,1.4866,-17.5894133834133
2.4,0.06,1.4868,-17.736848946288
2.4,0.06,1.487,-17.886754040518
2.4,0.06,1.4872,-18.0391997920909
2.4,0.06,1.4874,-18.1942599149566
2.4,0.06,1.4876,-18.352010779703
2.4,0.06,1.4878,-18.5125314752471
2.4,0.06,1.488,-18.675903861084
2.4,0.06,1.4882,-18.8422126071096
2.4,0.06,1.4884,-19.0115452173428
2.4,0.06,1.4886,-19.1839920330787
2.4,0.06,1.4888,-19.3596462100217
2.4,0.06,1.489,-19.5386036627534
2.4,0.06,1.4892,-19.7209629684532
2.4,0.06,1.4894,-19.9068252200437
2.4,0.06,1.4896,-20.0962938167985
2.4,0.06,1.4898,-20.2894741778969
2.4,0.06,1.49,-20.4864733612658
2.4,0.06,1.4902,-20.6873995662761
2.4,0.06,1.4904,-20.8923614942767
2.4,0.06,1.4906,-21.1014675353798
2.4,0.06,1.4908,-21.3148247432227
2.4,0.06,1.491,-21.5325375513096
2.4,0.06,1.4912,-21.7547061748194
2.4,0.06,1.4914,-21.9814246300905
2.4,0.06,1.4916,-22.2127782900731
2.4,0.06,1.4918,-22.4488408775808
2.4,0.06,1.492,-22.6896707788401
2.4,0.06,1.4922,-22.9353065374156
2.4,0.06,1.4924,-23.1857613630762
2.4,0.06,1.4926,-23.4410164616878
2.4,0.06,1.4928,-23.7010129616623
2.4,0.06,1.493,-23.9656421813161
2.4,0.06,1.4932,-24.2347339525766
2.4,0.06,1.4934,-24.5080426946508
2.4,0.06,1.4936,-24.7852309240387
2.4,0.06,1.4938,-25.0658499061845
2.4,0.06,1.494,-25.3493172160008
2.4,0.06,1.4942,-25.6348911029454
2.4,0.06,1.4944,-25.9216417828274
